Agreement #,IssuerID,Issuer Name,Issuer City,Issuer State,FFIEC Regulator,Agreement File Name,PDF Size,TXT Size,Effective Date,Agreement Description,CFPB Filename,ID,Status
10211,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ GM Card in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for GM Card in Capital One, N.A.",creditcardagreement_10211,FR006947543,Maintain
10212,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Guitar Center Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Guitar Center Cards in Capital One, N.A.",creditcardagreement_10212,FR006947543,Maintain
10213,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ Helzberg Diamonds Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Helzberg Diamonds Cards in Capital One, N.A.",creditcardagreement_10213,FR006947543,Maintain
10214,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Jordans Furniture Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Jordans Furniture Cards in Capital One, N.A.",creditcardagreement_10214,FR006947543,Maintain
10215,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ Kawasaki Good Times Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Kawasaki Good Times Cards in Capital One, N.A.",creditcardagreement_10215,FR006947543,Maintain
10216,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ Menards Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Menards Cards in Capital One, N.A.",creditcardagreement_10216,FR006947543,Maintain
10217,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ Musicians Friend Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Musicians Friend Cards in Capital One, N.A.",creditcardagreement_10217,FR006947543,Maintain
10218,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_ NeimanMarcus-BergdorfGoodman in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for NeimanMarcus-BergdorfGoodman in Capital One, N.A.",creditcardagreement_10218,FR006947543,Maintain
10219,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Polaris Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Polaris Cards in Capital One, N.A.",creditcardagreement_10219,FR006947543,Maintain
10220,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Saks Retail Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Saks Retail Cards in Capital One, N.A.",creditcardagreement_10220,FR006947543,Maintain
10221,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Saks World Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Saks World Cards in Capital One, N.A.",creditcardagreement_10221,FR006947543,Maintain
10222,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Teamsters Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Teamsters Cards in Capital One, N.A.",creditcardagreement_10222,FR006947543,Maintain
10223,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Union Privilege Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Union Privilege Cards in Capital One, N.A.",creditcardagreement_10223,FR006947543,Maintain
10224,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_VISA Signature and World MasterCard in Capital One, N.A.",,,2014-03-31,Credit Card Agreement for VISA Signature and World MasterCard in Capital One  N.A.,creditcardagreement_10224,FR006947543,Maintain
10225,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Walter E. Smithe Furniture Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Walter E. Smithe Furniture Cards in Capital One, N.A.",creditcardagreement_10225,FR006947543,Maintain
10226,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Yamaha Cards in Capital One, N.A.",,,2014-03-31,"Credit Card Agreement for Yamaha Cards in Capital One, N.A.",creditcardagreement_10226,FR006947543,Maintain
10227,435,Capital One (USA) National Association,Glen Allen,VA,OCC,"FR006947543_Kohls Card in Capital One, N.A.",,,2014-03-31,"Kohls Card in Capital One, N.A.",creditcardagreement_10227,FR006947543,Maintain
10228,288,Charter Oak Federal Credit Union,Waterford,CT,NCUA,Visa Platinum Variable Rate and Visa Platinum Consumer Credit Card Agreement With Disclosure,,,2014-04-30,Visa Platinum Variable and Visa Platinum ,creditcardagreement_10228,FR060674298,Maintain
10229,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,CW Application and Solicitation Disclosure,,,2014-01-31,CFCU Credit Card Application and Solicitation Disclosure,creditcardagreement_10229,FR081754822,Maintain
10230,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,CW Consumer Credit Card Agreement,,,2014-01-31,CFCU Consumer Credit Card Agreement,creditcardagreement_10230,FR081754822,Maintain
10231,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,HW Consumer Credit Card Agreement,,,2014-01-31,HWCU Consumer Credit Card Agreement,creditcardagreement_10231,FR081754822,Maintain
10232,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,SW Consumer Credit Card Application,,,2014-01-31,SCCU Consumer Credit Card Agreement,creditcardagreement_10232,FR081754822,Maintain
10233,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,HW Application and Solicitation Disclosure,,,2014-01-31,HWCU Credit Card Application and Solicitation Disclosure,creditcardagreement_10233,FR081754822,Maintain
10234,285,Chartway Federal Credit Union,Virginia Beach,VA,NCUA,SW Application and Solicitation Disclosure,,,2014-01-31,SCCU Credit Card Application and Solicitation Disclosure,creditcardagreement_10234,FR081754822,Maintain
10251,259,Christian Community Credit Union,San Dimas,CA,NCUA,1611-web-7018-aug13,,,2013-08-19,VISA/MasterCard Agreement 1,creditcardagreement_10251,FR020169413,Maintain
10252,259,Christian Community Credit Union,San Dimas,CA,NCUA,1611-web-7018-secured-aug13,,,2013-08-19,VISA Secured Agreement 2,creditcardagreement_10252,FR020169413,Maintain
10253,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA1,,,2014-05-01,0,creditcardagreement_10253,FR006983704,Maintain
10254,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA8,,,2014-05-01,0,creditcardagreement_10254,FR006983704,Maintain
10255,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA9,,,2014-05-01,0,creditcardagreement_10255,FR006983704,Maintain
10256,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA13,,,2014-05-01,0,creditcardagreement_10256,FR006983704,Maintain
10257,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA14,,,2014-05-01,0,creditcardagreement_10257,FR006983704,Maintain
10258,120,Coast Central Credit Union,Eureka,CA,NCUA,Visa Credit TIL Disclosure,,,2012-04-01,CCCU Credit Card Disclosures,creditcardagreement_10258,FR069731578,Maintain
10260,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Coldwater_Creek_MC,,,2014-03-31,Coldwater Creek MasterCard,creditcardagreement_10260,FR830449430,Maintain
10261,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Giant_Eagle_Employee,,,2014-03-31,Giant Eagle Employee,creditcardagreement_10261,FR830449430,Maintain
10262,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Venus,,,2014-03-31,Venus,creditcardagreement_10262,FR830449430,Maintain
10263,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Gander_ Mountain_World_MasterCard,,,2014-03-31,Gander Mountain World MasterCard,creditcardagreement_10263,FR830449430,Maintain
10265,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Bealls_Outlet,,,2014-03-31,Bealls Outlet,creditcardagreement_10265,FR830449430,Maintain
10266,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Bedford_Fair,,,2014-03-31,Bedford Fair,creditcardagreement_10266,FR830449430,Maintain
10267,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Burkes_Outlet,,,2014-03-31,Burkes Outlet,creditcardagreement_10267,FR830449430,Maintain
10270,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Old_Pueblo_Traders,,,2014-03-31,Old Pueblo Traders,creditcardagreement_10270,FR830449430,Maintain
10271,211,Comenity Bank,Wilmington,DE,OCC,FR830449430_Pottery_Barn,,,2014-03-31,Pottery Barn,creditcardagreement_10271,FR830449430,Maintain
10273,77,Commerce Bank,Kansas City,MO,OCC,006965511_AGREEMENT 1,,,2013-12-31,Agreement 1,creditcardagreement_10273,FR006965511,Maintain
10274,77,Commerce Bank,Kansas City,MO,OCC,006965511_AGREEMENT 2,,,2013-12-31,Agreement 2,creditcardagreement_10274,FR006965511,Maintain
10275,77,Commerce Bank,Kansas City,MO,OCC,006965511_AGREEMENT 3,,,2013-12-31,Agreement 3,creditcardagreement_10275,FR006965511,Maintain
10276,486,CommonWealth Central Credit Union,San Jose,CA,NCUA,Consumer Credit Card Agreement,,,2014-03-01,Consumer Credit Card Agreement,creditcardagreement_10276,FR946087440,Maintain
10278,344,Commonwealth Credit Union,Frankfort,KY,NCUA,july 1 2014,,,2014-07-01,CCagreement1,creditcardagreement_10278,FR091513879,Maintain
10280,474,Consumers Credit Union (Michigan),Kalamazoo,MI,NCUA,Credit Card Disclosures for online posting 04.30.2014,,,2014-01-02,Consumers Credit Union Card Member Agreement,creditcardagreement_10280,FR108078130,Maintain
10281,107,Consumers Credit Union (Illinois),Mundelein,IL,NCUA,Visa Agreement Updated 30114 CCU,,,2014-03-01,Visa Platinum and Visa Platinum Rewards Credit Card Agreement ,creditcardagreement_10281,FR074586041,Maintain
10282,107,Consumers Credit Union (Illinois),Mundelein,IL,NCUA,Visa Signature Agreement CCU,,,2014-02-01,Visa Signature Consumers Credit Card Agreement ,creditcardagreement_10282,FR074586041,Maintain
10283,178,Credit One Bank NA,Las Vegas,NV,OCC,FR112936331_Agreement 1,,,2014-03-31,Credit One Bank Agreement 1,creditcardagreement_10283,FR112936331,Maintain
10284,178,Credit One Bank NA,Las Vegas,NV,OCC,FR112936331_Agreement 2,,,2014-03-31,Credit One Bank Agreement 2,creditcardagreement_10284,FR112936331,Maintain
10285,178,Credit One Bank NA,Las Vegas,NV,OCC,FR112936331_Agreement 3,,,2014-03-31,Credit One Bank Agreement 3,creditcardagreement_10285,FR112936331,Maintain
10286,178,Credit One Bank NA,Las Vegas,NV,OCC,FR112936331_Agreement 4,,,2014-03-31,Credit One Bank Agreement 4,creditcardagreement_10286,FR112936331,Maintain
10289,178,Credit One Bank NA,Las Vegas,NV,OCC,FR112936331_Agreement 7,,,2014-03-31,Credit One Bank Agreement 7,creditcardagreement_10289,FR112936331,Maintain
10290,428,Credit Union of Denver,Denver,CO,NCUA,CUDenverPromo2CCAgreement4-2014,,,2014-04-23,CU Denver Promo 2 CC Agreement 4-2014,creditcardagreement_10290,FR106368400,Maintain
10291,428,Credit Union of Denver,Denver,CO,NCUA,CUDenverPromo CC Agreement 4-2014,,,2014-04-23,CUDenverPromoCCAgreement 4-2014,creditcardagreement_10291,FR106368400,Maintain
10294,379,Digital Federal Credit Union,Marlborough,MA,NCUA,FR052489051_Credit Card,,,2014-01-01,Credit Card,creditcardagreement_10294,FR052489051,Maintain
10301,26,Dort Federal Credit Union,Flint,MI,NCUA,FR038775193_Platinum,,,2014-03-31,DORT FEDERAL CREDIT UNION PLATINUM CREDIT CARD,creditcardagreement_10301,FR038775193,Maintain
10302,414,Educational Employees Credit Union (Texas),Fort Worth,TX,NCUA,FR068377720_Credit Card Agreement,,,2014-04-01,Credit Card Agreement,creditcardagreement_10302,FR068377720,Maintain
10303,180,Eglin Federal Credit Union,Fort Walton Beach,FL,NCUA,Credit Card Agreement 2014 Feb,,,2014-02-14,EGLIN FEDERAL CREDIT UNION MASTERCARD® ACCOUNT AGREEMENT AND DISCLOSURE,creditcardagreement_10303,FR060249919,Maintain
10304,456,Erie Federal Credit Union,Erie,PA,NCUA,EFCU_DPAGJ5,,,2012-12-31,Platinum MasterCard Disclosure,creditcardagreement_10304,FR250970927,Maintain
10305,456,Erie Federal Credit Union,Erie,PA,NCUA,EFCU_DPAGH4,,,2012-12-31,Platinum MasterCard Agreement,creditcardagreement_10305,FR250970927,Maintain
10314,472,Financial Plus Credit Union,Flint,MI,NCUA,FP VISA Agreement,,,2014-01-01,Financial Plus Credit Union VISA Agreement,creditcardagreement_10314,FR084294016,Maintain
10315,472,Financial Plus Credit Union,Flint,MI,NCUA,FP VISA Schumer,,,2014-01-01,Financial Plus Credit Union VISA Schumer,creditcardagreement_10315,FR084294016,Maintain
10316,472,Financial Plus Credit Union,Flint,MI,NCUA,FP MC Acount Agreement CU,,,2014-01-01,Financial Plus Credit Union MasterCard Agreement,creditcardagreement_10316,FR084294016,Maintain
10317,472,Financial Plus Credit Union,Flint,MI,NCUA,FP MC Schumer,,,2014-01-01,Financial Plus Credit Union MasterCard Schumer,creditcardagreement_10317,FR084294016,Maintain
10318,179,Firefighters First Credit Union,Los Angeles,CA,NCUA,Visa card agreement_2014,,,2014-03-31,Firefighters First Credit Union Visa Cards,creditcardagreement_10318,FR084338821,Maintain
10319,200,First Bank and Trust,Brookings,SD,FDIC,M109681,,,2013-10-09,Business,creditcardagreement_10319,FR035833912,Maintain
10320,200,First Bank and Trust,Brookings,SD,FDIC,G14737,,,2013-10-09,Agent Bank,creditcardagreement_10320,FR035833912,Maintain
10321,200,First Bank and Trust,Brookings,SD,FDIC,G14784,,,2013-10-09,Consumer,creditcardagreement_10321,FR035833912,Maintain
10329,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Cash Rewards Priority Banking,,,2013-09-30,Cash Rewards Priority Banking,creditcardagreement_10329,FR009227000,Maintain
10330,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_United Personal,,,2013-09-30,United Personal,creditcardagreement_10330,FR009227000,Maintain
10331,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_United World Elite,,,2013-09-30,United World Elite,creditcardagreement_10331,FR009227000,Maintain
10332,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_United Private Banking,,,2013-09-30,United Private Banking,creditcardagreement_10332,FR009227000,Maintain
10333,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Cash Rewards Personal,,,2013-09-30,Cash Rewards Personal,creditcardagreement_10333,FR009227000,Maintain
10334,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Personal,,,2013-09-30,Priority Rewards Personal,creditcardagreement_10334,FR009227000,Maintain
10335,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Premier World Elite Personal,,,2013-09-30,Priority Rewards Premier World Elite Personal,creditcardagreement_10335,FR009227000,Maintain
10336,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Premier World Elite Priority Bnkg,,,2013-09-30,Priority Rewards Premier World Elite Priority Bnkg,creditcardagreement_10336,FR009227000,Maintain
10337,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Regular and Gold,,,2013-09-30,Regular and Gold,creditcardagreement_10337,FR009227000,Maintain
10338,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Platinum Private Banking,,,2013-09-30,Platinum Private Banking,creditcardagreement_10338,FR009227000,Maintain
10339,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Premier World Elite Private Bnkg,,,2013-09-30,Priority Rewards Premier World Elite Private Bnkg,creditcardagreement_10339,FR009227000,Maintain
10340,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Private Banking,,,2013-09-30,Priority Rewards Private Banking,creditcardagreement_10340,FR009227000,Maintain
10341,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Rewards Priority Banking,,,2013-09-30,Priority Rewards Priority Banking,creditcardagreement_10341,FR009227000,Maintain
10342,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Destinations World,,,2013-09-30,Priority Destinations World,creditcardagreement_10342,FR009227000,Maintain
10343,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Destinations World Elite,,,2013-09-30,Priority Destinations World Elite,creditcardagreement_10343,FR009227000,Maintain
10344,42,First Hawaiian Bank,Honolulu,HI,FDIC,FR009227000_Priority Destinations Private Banking,,,2013-09-30,Priority Destinations Private Banking,creditcardagreement_10344,FR009227000,Maintain
10380,383,FirstBank ,Lakewood,CO,FDIC,FR007427651_Consumer Agreement,,,2013-09-30,Consumer Agreement,creditcardagreement_10380,FR007427651,Maintain
10387,380,Firstmark Credit Union,San Antonio,TX,NCUA,Platinum MasterCardPlatinum Mastercard Rewards,,,2013-09-30,Platinum MasterCard/Platinum Mastercard Rewards,creditcardagreement_10387,FR078485513,Maintain
10388,380,Firstmark Credit Union,San Antonio,TX,NCUA,Visa Platinum,,,2013-09-30,Visa Platinum,creditcardagreement_10388,FR078485513,Maintain
10389,380,Firstmark Credit Union,San Antonio,TX,NCUA,Share Secured MasterCard,,,2013-09-30,Share Secured MasterCard,creditcardagreement_10389,FR078485513,Maintain
10397,95,GECU,El Paso,TX,NCUA,068972199_1,,,2014-02-11,GECU Platinum MasterCard,creditcardagreement_10397,FR068972199,Maintain
10398,461,Goldenwest Credit Union,Ogden,UT,NCUA,Cardholder Agreement PDF.docx,,,2014-03-01,Goldenwest C.U. Cardholder Agreement,creditcardagreement_10398,FR870214471,Maintain
10399,295,HAPO Community Credit Union,Richland,WA,NCUA,VISA Credit Card Account Agreement 10.13,,,2013-10-01,VISA Credit Card Account Agreement,creditcardagreement_10399,FR081485195,Maintain
10400,74,Hiway Federal Credit Union,Saint Paul,MN,NCUA,FR071758999_Visa Classic Disclosure,,,2014-03-31,Visa Classic Disclosure,creditcardagreement_10400,FR071758999,Maintain
10401,74,Hiway Federal Credit Union,Saint Paul,MN,NCUA,FR071758999_Visa CURewards Disclosure,,,2014-03-31,Visa CURewards Disclosure,creditcardagreement_10401,FR071758999,Maintain
10402,74,Hiway Federal Credit Union,Saint Paul,MN,NCUA,FR071758999_Visa VIP Rebate Disclosure,,,2014-03-31,Visa VIP Rebate Disclosure,creditcardagreement_10402,FR071758999,Maintain
10403,423,HSBC Bank USA NA,McLean,VA,OCC,787095087_Addendum_HBUS_Platinum_ (0214)_Final,,,2014-03-31,HSBC Platinum Credit Card,creditcardagreement_10403,FR787095087,Maintain
10404,423,HSBC Bank USA NA,McLean,VA,OCC,787095087_Addendum_HBUS_Premier_ (0214)_Final,,,2014-03-31,HSBC Premier Credit Card,creditcardagreement_10404,FR787095087,Maintain
10416,198,LGE Community Credit Union,Marietta,GA,NCUA,Visa Achiever & Platinum C.Card Agreement,,,2013-11-13,Visa Achiever & Platinum C.Card Agreement,creditcardagreement_10416,FR106646813,Maintain
10417,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Classic VISA Credit Card Agreement and Federal Truth 12-99 A+_Revised 5.20.14,,,2014-05-20,Classic VISA Credit Card Agreement and Federal Truth 12-99 A+_Revised 5.20.14,creditcardagreement_10417,FR080073703,Maintain
10418,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Classic VISA Credit Card Agreement and Federal Truth 13-99_Revised 5.20.14,,,2014-05-20,Classic VISA Credit Card Agreement and Federal Truth 13-99_Revised 5.20.14,creditcardagreement_10418,FR080073703,Maintain
10419,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Classic VISA Credit Card Agreement and Federal Truth 15-99_Revised 5.20.14,,,2014-05-20,Classic VISA Credit Card Agreement and Federal Truth 15-99_Revised 5.20.14,creditcardagreement_10419,FR080073703,Maintain
10420,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Classic VISA Credit Card Agreement and Federal Truth 16-99_Revised 5.20.14,,,2014-05-20,Classic VISA Credit Card Agreement and Federal Truth 16-99_Revised 5.20.14,creditcardagreement_10420,FR080073703,Maintain
10421,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Classic VISA Credit Card Agreement and Federal Truth 17-99_Revised 5.20.14,,,2014-05-20,Classic VISA Credit Card Agreement and Federal Truth 17-99_Revised 5.20.14,creditcardagreement_10421,FR080073703,Maintain
10422,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Platinum Rewards VISA Credit Card Agreement and Federal Truth 8-15 A+_Revised 5.20.14,,,2014-05-20,Platinum Rewards VISA Credit Card Agreement and Federal Truth 8-15 A+_Revised 5.20.14,creditcardagreement_10422,FR080073703,Maintain
10423,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Platinum Rewards VISA Credit Card Agreement and Federal Truth 9-15_Revised 5.20.14,,,2014-05-20,Platinum Rewards VISA Credit Card Agreement and Federal Truth 9-15_Revised 5.20.14,creditcardagreement_10423,FR080073703,Maintain
10424,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Platinum Rewards VISA Credit Card Agreement and Federal Truth 11-24_Revised 5.20.14,,,2014-05-20,Platinum Rewards VISA Credit Card Agreement and Federal Truth 11-24_Revised 5.20.14,creditcardagreement_10424,FR080073703,Maintain
10425,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Platinum Rewards VISA Credit Card Agreement and Federal Truth 14-24_Revised 5.20.14,,,2014-05-20,Platinum Rewards VISA Credit Card Agreement and Federal Truth 14-24_Revised 5.20.14,creditcardagreement_10425,FR080073703,Maintain
10426,166,Los Angeles Police Federal Credit Union,Van Nuys,CA,NCUA,Platinum Rewards VISA Credit Card Agreement and Federal Truth 17-90_Revised 5.20.14,,,2014-05-20,Platinum Rewards VISA Credit Card Agreement and Federal Truth 17-90_Revised 5.20.14,creditcardagreement_10426,FR080073703,Maintain
10427,139,Marine Federal Credit Union,Jacksonville,NC,NCUA,FR093136232_VSCB,,,2012-09-30,Visa Cash Back Agreement,creditcardagreement_10427,FR093136232,Maintain
10428,139,Marine Federal Credit Union,Jacksonville,NC,NCUA,FR093136232_VSRW,,,2012-09-30,Visa Rewards Agreement,creditcardagreement_10428,FR093136232,Maintain
10432,57,Michigan Schools and Government Credit Union,Clinton Township,MI,NCUA,MSGCU VISA Agreement,,,2011-12-31,Classic and Titanium VISA Agreement,creditcardagreement_10432,FR065603375,Maintain
10433,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,DUNSnumber_16 for MABT,,,2014-03-31,Genesis Milestone Gold Account Agreement,creditcardagreement_10433,FR081268450,Maintain
10436,325,Mountain America Federal Credit Union,West Jordan,UT,NCUA,Visa Card Disclosure 012014,,,2013-07-18,Visa Tiers,creditcardagreement_10436,FR007311537,Maintain
10447,184,Pennsylvania State Employees Credit Union,Harrisburg,PA,NCUA,TheCapitolCard_03312014,,,2014-01-01,TheCapitolCard_03312014,creditcardagreement_10447,FR039439435,Maintain
10464,349,Publix Employee's Federal Credit Union,Lakeland,FL,NCUA,Credit Card Solicitation April 2014,,,2014-04-30,Credit Card Solicitation,creditcardagreement_10464,FR101876993,Maintain
10465,349,Publix Employee's Federal Credit Union,Lakeland,FL,NCUA,Credit Card Agreement and Disclosure April 2014,,,2014-04-30,Credit Card Agreement and Disclosure,creditcardagreement_10465,FR101876993,Maintain
10485,500,San Mateo Credit Union,San Mateo,CA,NCUA,SMCU CC Disc,,,2014-04-01,SMCU Credit Card App,creditcardagreement_10485,99961179,Maintain
10486,500,San Mateo Credit Union,San Mateo,CA,NCUA,SMCU CC Agree,,,2014-04-01,SMCU Credit Card Agreement,creditcardagreement_10486,99961179,Maintain
10488,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,ScotiaLine Gold-Contrato-SinGarantia-09-13,,,2012-03-31,Scotialine Gold Unsecured Espanol,creditcardagreement_10488,FR104099411,Maintain
10489,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,ScotiaLineGold-Contrato-Gar Efect-Esp 10-2013,,,2012-03-31,Scotialine Gold Secured Espanol,creditcardagreement_10489,FR104099411,Maintain
10490,318,Seattle Metropolitan Credit Union,Seattle,WA,NCUA,FR072801548_ConsumerAgreement3,,,2014-04-30,ConsumerAgreements3,creditcardagreement_10490,FR072801548,Maintain
10496,338,Simmons First National Bank,Pine  Bluff,AR,OCC,F03-L444-5 565 VISA PLATINUM 4 2014,,,4/23/204,Visa Platinum,creditcardagreement_10496,FR006903678,Maintain
10497,338,Simmons First National Bank,Pine  Bluff,AR,OCC,F03-L442-3 449 VISA GOLD MC 4 2014,,,2011-04-23,"VISA, GOLD & MASTERCARD",creditcardagreement_10497,FR006903678,Maintain
10498,338,Simmons First National Bank,Pine  Bluff,AR,OCC,F03-L446-7 568 VIA PLATINUM REWARDS 4 2014,,,2011-04-23,VISA PLATINUM REWARDS,creditcardagreement_10498,FR006903678,Maintain
10499,338,Simmons First National Bank,Pine  Bluff,AR,OCC,F03-P901-0 532 BUSINESS REWARDS 4 2014,,,2014-04-23,VISA PLATINUM BUSINESS REWARDS,creditcardagreement_10499,FR006903678,Maintain
10502,244,The Central Trust Bank,Jefferson City,MO,FDIC,BLC20001-5.74 plus prime-intro 0 6 mths cardholder agreement,,,2013-04-30,BLC20001-5.74 plus prime cardholder agreement,creditcardagreement_10502,FR006965263,Maintain
10503,244,The Central Trust Bank,Jefferson City,MO,FDIC,BLC20011-8.74 plus prime-0 6 mths-cardholder agreement,,,2013-04-30,BLC20011-8.74 plus prime cardholder agreement,creditcardagreement_10503,FR006965263,Maintain
10504,244,The Central Trust Bank,Jefferson City,MO,FDIC,BLC20021-11.74 plus prime-0 6 mths-cardholder agreement,,,2013-04-30,BLC20021-11.74 plus prime cardholder agreement,creditcardagreement_10504,FR006965263,Maintain
10505,244,The Central Trust Bank,Jefferson City,MO,FDIC,BLC20031-14.74 plus prime-0 6 mths-cardholder agreement,,,2013-04-30,BLC20031-14.74 plus prime cardholder agreement,creditcardagreement_10505,FR006965263,Maintain
10506,244,The Central Trust Bank,Jefferson City,MO,FDIC,BLC00041-17.74 plus prime-intro 0 6 mths-cardholder agreement,,,2013-04-30,BLC00041-17.74 plus prime cardholder agreement,creditcardagreement_10506,FR006965263,Maintain
10513,458,TwinStar Credit Union,Olympia,WA,NCUA,Classic,,,2014-03-09,Classic Disclosure & Agreement,creditcardagreement_10513,FR078187663,Maintain
10514,458,TwinStar Credit Union,Olympia,WA,NCUA,Platinum Reward,,,2014-03-09,Platinum Reward Disclosure & Agreement,creditcardagreement_10514,FR078187663,Maintain
10515,458,TwinStar Credit Union,Olympia,WA,NCUA,Platinum,,,2014-03-09,Platinum Disclosure & Agreement,creditcardagreement_10515,FR078187663,Maintain
10516,426,UBS Bank USA,Salt Lake City,UT,FDIC,131400132_UBS Preferred Signature credit card,,,2014-03-21,UBS Preferred Signature credit card,creditcardagreement_10516,FR131400132,Maintain
10517,426,UBS Bank USA,Salt Lake City,UT,FDIC,131400132_UBS Signature credit card,,,2014-03-21,UBS Signature credit card,creditcardagreement_10517,FR131400132,Maintain
10518,29,UMB Bank NA,Kansas City,MO,OCC,006965487_Dynamics_ePlate3,,,2014-01-31,Dynamics ePlate Agreement,creditcardagreement_10518,FR006965487,Maintain
10530,54,Visions Federal Credit Union,Endicott,NY,NCUA,CCACCTOpeningDisc.DNYHW2_PricingAddendCC,,,2012-12-31,0,creditcardagreement_10530,FR077293348,Maintain
10536,13,Wells Fargo Financial National Bank,Las Vegas,NV,OCC,FR798626115_1,,,2014-03-31,Wells Fargo Financial National Bank - Private Label 1,creditcardagreement_10536,FR798626115,Maintain
